level,gap,name,status,width_cm,step_cm,walk_round_cm,x,z,room,between,and,objects_forming_gap,objects_in_the_way,pinches,key
caverns,10,,warp,22.688,80.47,456,-2218,1283,0x16,generic 0x1c6ff4 (preset 0x0072),generic 0x1c7934 (preset 0x0076),0x1c6ff4 0x1c7934,,2,0x1c6ff4.0 | 0x1c7934.2
aztec,4,,warp,35.207,80.89,529,3104,-532,0x0c,generic 0x1ea180 (preset 0x00ac),generic 0x1ea200 (preset 0x00ad),0x1ea180 0x1ea200,,4,0x1ea180.0 | 0x1ea200.0
aztec,5,,warp,35.569,81.38,527,3113,583,0x0c,generic 0x1ea280 (preset 0x00ae),generic 0x1ea300 (preset 0x00af),0x1ea280 0x1ea300,,4,0x1ea280.0 | 0x1ea300.1
aztec,6,,warp,35.569,81.38,574,2320,105,0x08,generic 0x1ea380 (preset 0x00b0),generic 0x1ea400 (preset 0x00b1),0x1ea380 0x1ea400,,4,0x1ea380.1 | 0x1ea400.0
control,13,,warp,0.000094,81.60,779,954,-307,0x2c,wall of tile 01D649 (room 0x2c),glass 0x1d8170 (preset 0x27c1),0x1d8170,,8,01D649.0 | 0x1d8170.1
control,14,,warp,0.000045,81.60,781,-954,-307,0x3a,wall of tile 019049 (room 0x3a),glass 0x1d8204 (preset 0x27c2),0x1d8204,,9,019049.1 | 0x1d8204.0
bunker_1,2,mainframe meme,warp,12.363,81.65,477,-1409,618,0x11,generic 0x1d13e0 (preset 0x0031),generic 0x1d1470 (preset 0x0032),0x1d13e0 0x1d1470,,2,0x1d13e0.2 | 0x1d1470.0
control,15,,warp,58.620,81.66,none found,1514,-405,0x3e,wall of tile 008949 (room 0x3e),wall of tile 05FE48 (room 0x3e),,,2,008949.0 | 05FE48.0
archives,15,,warp,0.000018,81.71,none found,-1515,-2780,0x31,wall of tile 01DB12 (room 0x31),door 0x1d37c8 (preset 0x0083),0x1d37c8,,4,01DB12.1 | 0x1d37c8.0
archives,16,,warp,0.00018,81.71,none found,-1515,-2648,0x31,wall of tile 050410 (room 0x31),door 0x1d37c8 (preset 0x0083),0x1d37c8,,4,050410.1 | 0x1d37c8.0
caverns,11,,warp,0.00015,82.43,none found,1696,-3579,0x3b,wall of tile 047F20 (room 0x3b),door 0x1cd680 (preset 0x006e),0x1cd680,,3,047F20.1 | 0x1cd680.0
train,7,,warp,0.00022,82.47,none found,-6305,-253,0x19,wall of tile 09DE10 (room 0x19),door 0x1cabdc (preset 0x003e),0x1cabdc,,3,09DE10.2 | 0x1cabdc.0
train,8,,warp,0.00028,82.47,none found,-6565,-253,0x18,wall of tile 0A3B10 (room 0x18),door 0x1cacdc (preset 0x003f),0x1cacdc,,3,0A3B10.2 | 0x1cacdc.0
train,9,,warp,0.00034,82.47,none found,-6824,-253,0x18,wall of tile 0A4310 (room 0x18),door 0x1caddc (preset 0x0040),0x1caddc,,3,0A4310.2 | 0x1caddc.0
train,10,,warp,0.00053,82.47,none found,-5526,-253,0x1a,wall of tile 098010 (room 0x1a),door 0x1ca8cc (preset 0x003b),0x1ca8cc,,3,098010.2 | 0x1ca8cc.0
train,11,,warp,0.00010,82.47,none found,-5786,-253,0x19,wall of tile 09EE10 (room 0x19),door 0x1ca9cc (preset 0x003c),0x1ca9cc,,3,09EE10.2 | 0x1ca9cc.0
train,12,,warp,0.00016,82.47,none found,-6045,-253,0x19,wall of tile 09E610 (room 0x19),door 0x1caacc (preset 0x003d),0x1caacc,,3,09E610.2 | 0x1caacc.0
archives,17,,warp,0.00010,82.63,none found,197,-2573,0x37,wall of tile 01701A (room 0x37),glass 0x1d4348 (preset 0x271a),0x1d4348,,3,01701A.1 | 0x1d4348.0
control,16,,warp,47.660,82.65,552,-4074,-2086,0x4b,generic 0x1d5190 (preset 0x0035),generic 0x1d5410 (preset 0x003a),0x1d5190 0x1d5410,,2,0x1d5190.2 | 0x1d5410.0
silo,10,,warp,0.00012,82.74,none found,13,3170,0x1a,wall of tile 05501A (room 0x1a),door 0x1c974c (preset 0x0032),0x1c974c,,2,05501A.1 | 0x1c974c.2
control,17,,warp,0.00014,82.77,none found,180,-128,0x2e,glass 0x1d7a60 (preset 0x27ba),glass 0x1d7af4 (preset 0x27bd),0x1d7a60 0x1d7af4,,2,0x1d7a60.2 | 0x1d7af4.0
aztec,7,,warp,47.087,83.09,none found,-1697,271,0x12,wall of tile 003310 (room 0x12),generic 0x1e8b6c (preset 0x008b),0x1e8b6c,,2,003310.2 | 0x1e8b6c.4
train,13,,warp,0.000084,83.21,none found,-9581,-133,0x23,wall of tile 0B8319 (room 0x23),door 0x1cb80c (preset 0x0053),0x1cb80c,,3,0B8319.1 | 0x1cb80c.2
train,14,,warp,4.707,83.36,none found,-4676,-155,0x0d,wall of tile 0A7F11 (room 0x0d),door 0x1c9eac (preset 0x0038),0x1c9eac,,2,0A7F11.0 | 0x1c9eac.4
train,15,,warp,0.00027,83.48,none found,-6997,-253,0x18,wall of tile 0A4510 (room 0x18),door 0x1caeec (preset 0x0041),0x1caeec,,3,0A4510.2 | 0x1caeec.4
train,16,,warp,0.00041,83.48,none found,-5007,-253,0x1a,wall of tile 099010 (room 0x1a),door 0x1ca6bc (preset 0x0039),0x1ca6bc,,3,099010.2 | 0x1ca6bc.0
train,17,,warp,0.00047,83.48,none found,-5266,-253,0x1a,wall of tile 098810 (room 0x1a),door 0x1ca7bc (preset 0x003a),0x1ca7bc,,3,098810.2 | 0x1ca7bc.0
train,18,,warp,0.000079,83.48,none found,-5699,-253,0x19,wall of tile 09E810 (room 0x19),door 0x1ca9cc (preset 0x003c),0x1ca9cc,,3,09E810.2 | 0x1ca9cc.4
bunker_1,3,,warp,23.241,83.85,564,-1815,1240,0x11,wall of tile 010812 (room 0x11),generic 0x1ce57c (preset 0x0025),0x1ce57c,,2,010812.2 | 0x1ce57c.2
archives,18,,warp,0.42,83.88,none found,-2684,-2927,0x3a,wall of tile 089718 (room 0x3a),door 0x1d34c8 (preset 0x00c7),0x1d34c8,,2,089718.0 | 0x1d34c8.2
train,19,,warp,0.00096,83.99,none found,-9148,-133,0x28,wall of tile 0BCD18 (room 0x28),door 0x1cb5fc (preset 0x0051),0x1cb5fc,,3,0BCD18.2 | 0x1cb5fc.1
train,20,,warp,0.00065,83.99,none found,-9927,-133,0x27,wall of tile 0B6F18 (room 0x27),door 0x1cb90c (preset 0x0054),0x1cb90c,,3,0B6F18.2 | 0x1cb90c.1
train,21,,warp,0.00084,83.99,none found,-8629,-133,0x29,wall of tile 0C2218 (room 0x29),door 0x1cb3fc (preset 0x004f),0x1cb3fc,,3,0C2218.2 | 0x1cb3fc.1
train,22,,warp,0.00022,83.99,none found,-10187,-133,0x25,wall of tile 0B811A (room 0x25),door 0x1cba0c (preset 0x0055),0x1cba0c,,3,0B7718.2 | 0x1cba0c.1
train,23,,warp,0.00029,83.99,none found,-8369,-133,0x29,wall of tile 0C2A18 (room 0x29),door 0x1cb2fc (preset 0x004e),0x1cb2fc,,3,0C2A18.2 | 0x1cb2fc.1
train,24,,warp,0.00041,83.99,none found,-8888,-133,0x28,wall of tile 0BD518 (room 0x28),door 0x1cb4fc (preset 0x0050),0x1cb4fc,,3,0BD518.2 | 0x1cb4fc.1
train,25,,warp,0.00053,83.99,none found,-9408,-133,0x28,wall of tile 0BC518 (room 0x28),door 0x1cb70c (preset 0x0052),0x1cb70c,,3,0BC518.2 | 0x1cb70c.1
train,26,,warp,0.000098,83.99,none found,-9667,-133,0x27,wall of tile 0B6718 (room 0x27),door 0x1cb80c (preset 0x0053),0x1cb80c,,3,0B6718.2 | 0x1cb80c.1
train,27,,warp,0.00024,84.39,none found,-16199,-246,0x33,wall of tile 06D529 (room 0x33),door 0x1cc33c (preset 0x009d),0x1cc33c,,2,06D529.0 | 0x1cc33c.0
train,28,,warp,7.386,84.49,none found,-7332,-157,0x17,wall of tile 0E3312 (room 0x17),door 0x1cafec (preset 0x0042),0x1cafec,,2,0E3312.1 | 0x1cafec.3
frigate,3,harder pipe warp,warp,12.352,84.78,none found,327,-2568,0x10,wall of tile 07691A (room 0x10),wall of tile 003719 (room 0x10),,,2,003719.1 | 07691A.2
control,18,,warp,0.00012,84.85,none found,-1231,-22,0x34,wall of tile 018649 (room 0x34),glass 0x1d7e7c (preset 0x27c6),0x1d7e7c,,2,018649.0 | 0x1d7e7c.1
control,19,,warp,0.000036,84.85,none found,297,-245,0x2e,wall of tile 01BE49 (room 0x2e),glass 0x1d7af4 (preset 0x27bd),0x1d7af4,,2,01BE49.0 | 0x1d7af4.1
control,20,,warp,0.000036,84.85,none found,-297,-245,0x3b,wall of tile 02184A (room 0x3b),glass 0x1d79cc (preset 0x27be),0x1d79cc,,5,02184A.1 | 0x1d79cc.0
train,29,train warp,warp,0.0037,84.85,none found,-15067,-13,0x35,wall of tile 0E7028 (room 0x35),door 0x1cd0ec (preset 0x00a7),0x1cd0ec,,3,0E7028.1 | 0x1cd0ec.2
train,30,,warp,5.540,84.92,none found,-10435,-228,0x26,wall of tile 0AF319 (room 0x26),door 0x1cbb0c (preset 0x0056),0x1cbb0c,,2,0AF319.0 | 0x1cbb0c.0
frigate,4,balcony door warp,warp,2.234,84.97,none found,603,-122,0x01,wall of tile 021E02 (room 0x01),door 0x1ec6c0 (preset 0x0058),0x1ec6c0,,2,021E02.1 | 0x1ec6c0.5
control,21,,warp,18.035,85.62,562,2774,-1170,0x0a,generic 0x1d6a54 (preset 0x278c),generic 0x1d6c54 (preset 0x2791),0x1d6a54 0x1d6c54,,4,0x1d6a54.2 | 0x1d6c54.0
dam,24,,warp,33.510,85.76,545,17819,9849,0x6f,generic 0x1e2150 (preset 0x0151),generic 0x1e2258 (preset 0x014c),0x1e2150 0x1e2258,,2,0x1e2150.0 | 0x1e2258.2
caverns,12,,warp,13.619,86.53,435,-2455,-1485,0x35,generic 0x1c6190 (preset 0x0099),generic 0x1c6298 (preset 0x009a),0x1c6190 0x1c6298,,2,0x1c6190.3 | 0x1c6298.0
statue,2,block warp,warp,33.442,86.58,1425,-8380,1354,0x13,wall of tile 14A510 (room 0x13),wall of tile 14A210 (room 0x13),,,2,14A210.0 | 14A510.0
dam,25,,warp,55.509,86.60,none found,268,-3762,0x5b,wall of tile 0F6718 (room 0x5b),generic 0x1e4a70 (preset 0x273d),0x1e4a70,,2,0F6718.2 | 0x1e4a70.2
aztec,8,,warp,31.600,86.71,532,-4834,1184,0x3d,generic 0x1ea000 (preset 0x009d),generic 0x1ea100 (preset 0x009f),0x1ea000 0x1ea100,,2,0x1ea000.1 | 0x1ea100.2
train,31,,warp,4.708,86.99,none found,-4745,-231,0x0d,wall of tile 0A7F12 (room 0x0d),door 0x1c9eac (preset 0x0038),0x1c9eac,,2,0A7F12.1 | 0x1c9eac.1
frigate,5,,warp,40.148,87.33,none found,-58,-3490,0x09,generic 0x1e950c (preset 0x272e),generic 0x1ea3c4 (preset 0x2742),0x1e950c 0x1ea3c4,,6,0x1e950c.3 | 0x1ea3c4.1
jungle,10,,warp,29.333,87.39,451,21551,-4102,0x28,wall of tile 002A18 (room 0x28),generic 0x1b4368 (preset 0x0211),0x1b4368,,2,002A18.2 | 0x1b4368.0
depot,17,,warp,0.000030,87.46,none found,343,915,0x28,wall of tile 00061A (room 0x28),door 0x1ee930 (preset 0x002d),0x1ee930,,4,00061A.1 | 0x1ee930.0
streets,1,half-a-frame barrier warp,warp,51.641,87.73,none found,3191,13170,0x1a,wall of tile 530911 (room 0x1a),generic 0x1c9448 (preset 0x00c7),0x1c9448,,2,0x1c9448.0 | 530911.0
dam,26,,warp,35.479,87.88,none found,14331,1928,0x6c,generic 0x1e5cf0 (preset 0x005d),generic 0x1e5ef0 (preset 0x0067),0x1e5cf0 0x1e5ef0,,2,0x1e5cf0.0 | 0x1e5ef0.1
archives,19,,warp,0.000037,88.61,none found,-2360,-3882,0x2b,wall of tile 01BB10 (room 0x2b),door 0x1d2bc8 (preset 0x007c),0x1d2bc8,,3,01BB10.2 | 0x1d2bc8.2
control,22,left tiny glass gap,warp,1.064,88.79,none found,1231,-85,0x27,wall of tile 01A64A (room 0x27),glass 0x1d7d44 (preset 0x27c8),0x1d7d44,,2,01A64A.1 | 0x1d7d44.3
dam,27,,warp,35.811,88.86,none found,14532,1848,0x72,wall of tile 2F7F22 (room 0x72),generic 0x1e32c8 (preset 0x0055),0x1e32c8,,2,0x1e32c8.1 | 2F7F22.2
frigate,6,potential roller door DLTK TAS warp,warp,0.000051,89.05,none found,-302,-5655,0x25,wall of tile 06BF3A (room 0x25),door 0x1ec8d0 (preset 0x0061),0x1ec8d0,,3,06BF3A.2 | 0x1ec8d0.0
control,23,right tiny glass gap,warp,1.062,89.10,none found,-1231,-85,0x47,wall of tile 021448 (room 0x47),glass 0x1d7cb0 (preset 0x27c7),0x1d7cb0,,2,021448.0 | 0x1d7cb0.3
caverns,13,,warp,26.204,89.31,none found,-4075,-7303,0x2a,monitor 0x1ca104 (preset 0x274c),generic 0x1cb520 (preset 0x00ad),0x1ca104 0x1cb520,,2,0x1ca104.4 | 0x1cb520.1
train,32,,warp,0.00016,89.36,none found,-16199,-140,0x33,wall of tile 06D52A (room 0x33),door 0x1cc33c (preset 0x009d),0x1cc33c,,2,06D52A.1 | 0x1cc33c.0
train,33,,warp,0.00047,89.74,none found,-10949,-223,0x2f,wall of tile 038822 (room 0x2f),door 0x1cbc1c (preset 0x0068),0x1cbc1c,,2,038822.2 | 0x1cbc1c.0
surface_1,12,,warp,49.287,89.79,none found,6402,-18302,0x10,generic 0x1dd348 (preset 0x2726),generic 0x1dd448 (preset 0x2728),0x1dd348 0x1dd448,,2,0x1dd348.0 | 0x1dd448.2
caverns,14,,warp,0.000035,90.03,none found,1696,-3430,0x3b,wall of tile 042520 (room 0x3b),door 0x1cd580 (preset 0x006d),0x1cd580,,3,004A30.0 | 0x1cd580.4
surface_1,13,,warp,35.328,90.41,none found,6451,-18318,0x10,generic 0x1dd348 (preset 0x2726),generic 0x1dd3c8 (preset 0x2727),0x1dd348 0x1dd3c8,,2,0x1dd348.1 | 0x1dd3c8.4
frigate,7,pipe warp,warp,23.033,90.83,none found,296,-2520,0x10,wall of tile 076A19 (room 0x10),wall of tile 076A1A (room 0x10),,,2,076A19.0 | 076A1A.1
depot,18,,warp,45.590,91.36,none found,3291,-8669,0x32,wall of tile 001031 (room 0x32),generic 0x1e9f8c (preset 0x2712),0x1e9f8c,,2,001031.1 | 0x1e9f8c.1
silo,11,TAS elevator door warp,warp,0.000012,91.52,none found,1847,-18,0x50,wall of tile 001272 (room 0x50),door 0x1caf6c (preset 0x004d),0x1caf6c,,14,003978.1 | 0x1caf6c.5
bunker_2,12,,warp,7.417,91.67,none found,-3523,4765,0x28,wall of tile 0AF612 (room 0x28),door 0x1dadcc (preset 0x0064),0x1dadcc,,3,0AF612.2 | 0x1dadcc.0
train,34,ouro door,warp,0.0000034,91.79,none found,-14967,-140,0x33,wall of tile 06D02A (room 0x33),door 0x1cc23c (preset 0x009c),0x1cc23c,,3,06D02A.1 | 0x1cc23c.3
statue,3,,warp,34.198,91.81,749,-4110,288,0x1a,wall of tile 160610 (room 0x1a),wall of tile 160410 (room 0x1a),,,2,160410.0 | 160610.2
bunker_2,13,,warp,5.563,91.89,none found,-3101,4769,0x29,wall of tile 0AFB12 (room 0x29),door 0x1daedc (preset 0x0065),0x1daedc,,3,0AFB12.2 | 0x1daedc.0
archives,20,,warp,39.312,92.92,none found,-1691,507,0x0f,generic 0x1d056c (preset 0x2836),generic 0x1d1f30 (preset 0x281c),0x1d056c 0x1d1f30,,2,0x1d056c.4 | 0x1d1f30.0
runway,1,,warp,0.00016,93.49,none found,5660,-6900,0x0e,wall of tile 0F3C02 (room 0x0e),door 0x1db34c (preset 0x000a),0x1db34c,,3,0F3C02.1 | 0x1db34c.0
facility,9,,warp,0.00000075,93.60,none found,9019,-412,0x39,wall of tile 0F8A22 (room 0x39),door 0x1c8d84 (preset 0x0077),0x1c8d84,,3,0F8A22.1 | 0x1c8d84.0
facility,10,,warp,0.000011,93.60,none found,6337,1461,0x30,wall of tile 052F19 (room 0x30),door 0x1c81bc (preset 0x0071),0x1c81bc,,4,052F19.0 | 0x1c81bc.0
facility,11,,warp,0.000015,93.60,none found,6337,199,0x31,wall of tile 0FD722 (room 0x31),door 0x1c8524 (preset 0x0074),0x1c8524,,4,0FD722.1 | 0x1c8524.0
facility,12,,warp,0.000091,93.60,none found,7983,-2019,0x3d,wall of tile 032D20 (room 0x3d),door 0x1c8e84 (preset 0x0078),0x1c8e84,,4,032D20.3 | 0x1c8e84.4
surface_1,14,,warp,35.743,94.05,782,-11679,-15007,0x05,wall of tile 113E00 (room 0x05),generic 0x1dd4c8 (preset 0x2729),0x1dd4c8,,2,0x1dd4c8.4 | 113E00.0
facility,13,,warp,0.00024,94.43,none found,9537,-252,0x37,wall of tile 02E520 (room 0x37),door 0x1c8c84 (preset 0x0076),0x1c8c84,,4,02E520.1 | 0x1c8c84.4
jungle,11,,warp,33.482,95.17,583,19186,-4486,0x26,generic 0x1b48e8 (preset 0x0220),generic 0x1b4968 (preset 0x0221),0x1b48e8 0x1b4968,,2,0x1b48e8.3 | 0x1b4968.0
archives,21,,warp,0.0000083,95.52,none found,-197,845,0x0b,wall of tile 1A1E0A (room 0x0b),door 0x1d28c8 (preset 0x012e),0x1d28c8,,4,0x1d28c8.2 | 1A1E0A.1
archives,22,,warp,0.0000013,95.52,none found,-304,-1484,0x2f,wall of tile 017610 (room 0x2f),door 0x1d23c8 (preset 0x007a),0x1d23c8,,4,017610.2 | 0x1d23c8.0
archives,23,,warp,0.0000013,95.52,none found,-304,858,0x0b,wall of tile 1A1E09 (room 0x0b),door 0x1d28c8 (preset 0x012e),0x1d28c8,,4,0x1d28c8.0 | 1A1E09.0
archives,24,,warp,0.0000020,95.52,none found,-689,-554,0x05,wall of tile 007D01 (room 0x05),door 0x1d22c8 (preset 0x0079),0x1d22c8,,4,007D01.1 | 0x1d22c8.0
archives,25,TAS final door warp,warp,0.0000083,95.52,none found,-197,-1497,0x2f,wall of tile 017510 (room 0x2f),door 0x1d23c8 (preset 0x007a),0x1d23c8,,4,017510.1 | 0x1d23c8.2
archives,26,,warp,0.000025,95.52,none found,-1502,-1484,0x30,wall of tile 01EF10 (room 0x30),door 0x1d24c8 (preset 0x007b),0x1d24c8,,4,01EF10.0 | 0x1d24c8.0
silo,12,,warp,53.735,96.05,none found,940,-1632,0x3a,generic 0x1c4108 (preset 0x0058),generic 0x1c4188 (preset 0x0059),0x1c4108 0x1c4188,,2,0x1c4108.2 | 0x1c4188.0
surface_1,15,,warp,48.577,96.11,none found,-11702,-15120,0x05,generic 0x1dd4c8 (preset 0x2729),generic 0x1dd5c8 (preset 0x272b),0x1dd4c8 0x1dd5c8,,2,0x1dd4c8.0 | 0x1dd5c8.2
surface_1,16,,warp,29.744,96.26,none found,5964,-19575,0x1d,generic 0x1dd148 (preset 0x2760),generic 0x1dd848 (preset 0x275f),0x1dd148 0x1dd848,,6,0x1dd148.4 | 0x1dd848.1
caverns,15,TAS donut box warp #1,warp,49.701,96.52,440,-901,1292,0x13,wall of tile 00CD08 (room 0x13),generic 0x1c49f0 (preset 0x005e),0x1c49f0,,2,00CD08.2 | 0x1c49f0.2
archives,27,,warp,39.389,96.68,510,-2018,-3241,0x2b,generic 0x1cae6c (preset 0x2723),generic 0x1cf5ec (preset 0x277c),0x1cae6c 0x1cf5ec,,2,0x1cae6c.1 | 0x1cf5ec.4
surface_1,17,,warp,47.868,97.43,none found,-5584,-20243,0x07,generic 0x1dd648 (preset 0x272c),generic 0x1dd748 (preset 0x272e),0x1dd648 0x1dd748,,2,0x1dd648.2 | 0x1dd748.0
train,35,,warp,4.707,97.65,none found,-7771,-231,0x1c,wall of tile 08EC1A (room 0x1c),door 0x1cb0ec (preset 0x004c),0x1cb0ec,,2,08EC1A.1 | 0x1cb0ec.2
caverns,16,,warp,50.207,98.22,439,5029,1007,0x0c,generic 0x1c42bc (preset 0x0053),generic 0x1c43c4 (preset 0x0054),0x1c42bc 0x1c43c4,,3,0x1c42bc.1 | 0x1c43c4.0
control,24,,warp,0.000023,98.53,none found,-954,-245,0x3b,wall of tile 021649 (room 0x3b),glass 0x1d78a4 (preset 0x27bc),0x1d78a4,,4,021649.1 | 0x1d78a4.0
jungle,12,,warp,27.390,98.87,689,-1165,1193,0x02,generic 0x1a8790 (preset 0x009a),generic 0x1aa610 (preset 0x0029),0x1a8790 0x1aa610,,3,0x1a8790.0 | 0x1aa610.3
facility,14,,warp,0.0000033,99.79,none found,611,359,0x14,wall of tile 10590A (room 0x14),door 0x1c8f84 (preset 0x004d),0x1c8f84,,4,0x1c8f84.0 | 10590A.1
facility,15,,warp,0.0000043,99.79,none found,346,-353,0x06,wall of tile 012602 (room 0x06),door 0x1c7a0c (preset 0x0055),0x1c7a0c,,4,012530.1 | 0x1c7a0c.1
facility,16,,warp,0.0000043,99.79,none found,346,-355,0x07,wall of tile 039402 (room 0x07),door 0x1c790c (preset 0x0054),0x1c790c,,4,039402.1 | 0x1c790c.0
facility,17,,warp,0.0000048,99.79,none found,622,465,0x14,wall of tile 105909 (room 0x14),door 0x1c8f84 (preset 0x004d),0x1c8f84,,4,01E900.1 | 0x1c8f84.5
facility,18,bathroom door meme warp,warp,0.00000085,99.79,none found,-199,-212,0x09,wall of tile 037F02 (room 0x09),door 0x1c6d0c (preset 0x004b),0x1c6d0c,,4,037F02.1 | 0x1c6d0c.1
surface_1,18,,warp,36.342,100.09,none found,-5901,-20386,0x07,wall of tile 31A500 (room 0x07),wall of tile 30FB00 (room 0x07),,,2,30FB00.1 | 31A500.2
surface_2,3,,warp,36.342,100.09,none found,-5901,-20386,0x07,wall of tile 31A500 (room 0x07),wall of tile 30FB00 (room 0x07),,,2,30FB00.1 | 31A500.2
facility,19,,warp,0.0000026,100.61,none found,258,770,0x05,wall of tile 039502 (room 0x05),door 0x1c7c0c (preset 0x0057),0x1c7c0c,,4,039502.1 | 0x1c7c0c.1
facility,20,,warp,0.0000055,100.61,none found,264,877,0x05,wall of tile 039501 (room 0x05),door 0x1c7c0c (preset 0x0057),0x1c7c0c,,4,039501.0 | 0x1c7c0c.3
runway,2,,warp,9.222,102.37,none found,7060,-5805,0x01,wall of tile 100601 (room 0x01),door 0x1db54c (preset 0x0009),0x1db54c,,2,0x1db54c.0 | 100601.1
caverns,17,,warp,50.207,102.50,435,5115,1090,0x0c,generic 0x1c43c4 (preset 0x0054),generic 0x1c45d4 (preset 0x0056),0x1c43c4 0x1c45d4,,3,0x1c43c4.1 | 0x1c45d4.0
bunker_1,4,TAS closed end door warp,warp,0.0000031,102.53,none found,-35,-2461,0x04,wall of tile 016601 (room 0x04),door 0x1d24f0 (preset 0x0006),0x1d24f0,,2,016601.1 | 0x1d24f0.0
bunker_2,14,TAS closed end door warp,warp,0.0000031,102.53,none found,-35,-2461,0x04,wall of tile 016601 (room 0x04),door 0x1dacac (preset 0x006c),0x1dacac,,2,016601.1 | 0x1dacac.0
surface_1,19,,warp,56.969,102.84,none found,5394,-19355,0x10,generic 0x1dccc8 (preset 0x271b),generic 0x1dce48 (preset 0x271e),0x1dccc8 0x1dce48,,2,0x1dccc8.3 | 0x1dce48.0
surface_1,20,,warp,56.967,102.91,none found,6472,-18769,0x10,generic 0x1dcec8 (preset 0x271f),generic 0x1dd048 (preset 0x2722),0x1dcec8 0x1dd048,,2,0x1dcec8.0 | 0x1dd048.2
surface_1,21,,warp,56.824,103.26,none found,6012,-18590,0x10,generic 0x1dcac8 (preset 0x2717),generic 0x1dcc48 (preset 0x271a),0x1dcac8 0x1dcc48,,2,0x1dcac8.0 | 0x1dcc48.4
surface_1,22,,warp,56.942,103.53,none found,9702,-15428,0x1c,generic 0x1dbfc8 (preset 0x2756),generic 0x1dc048 (preset 0x2755),0x1dbfc8 0x1dc048,,1,0x1dbfc8.3 | 0x1dc048.0
silo,13,,warp,0.0000089,103.95,none found,-2289,1424,0x39,wall of tile 031651 (room 0x39),door 0x1ca94c (preset 0x0047),0x1ca94c,,3,031651.0 | 0x1ca94c.0
silo,14,,warp,0.0000089,104.12,none found,4909,1424,0x41,wall of tile 031662 (room 0x41),door 0x1c9e4c (preset 0x003a),0x1c9e4c,,3,031662.1 | 0x1c9e4c.0
train,36,,warp,0.000020,105.68,none found,-5959,-253,0x12,wall of tile 09FF11 (room 0x12),door 0x1caacc (preset 0x003d),0x1caacc,,3,09E010.2 | 0x1caacc.4
bunker_1,5,,warp,0.000041,106.14,none found,-1975,1922,0x0b,wall of tile 07C812 (room 0x0b),door 0x1d15f0 (preset 0x0009),0x1d15f0,,4,07C812.1 | 0x1d15f0.0
caverns,18,,warp,16.327,106.28,none found,-3535,-7436,0x2a,generic 0x1cb4a0 (preset 0x00ac),generic 0x1cba20 (preset 0x2758),0x1cb4a0 0x1cba20,,4,0x1cb4a0.0 | 0x1cba20.2
facility,21,,warp,44.006,106.29,982,7894,-1806,0x3e,wall of tile 034F20 (room 0x3e),generic 0x1cbf50 (preset 0x009f),0x1cbf50,,3,034F20.1 | 0x1cbf50.1
surface_1,23,,warp,48.326,106.96,none found,-11699,-15164,0x05,generic 0x1dd548 (preset 0x272a),generic 0x1dd5c8 (preset 0x272b),0x1dd548 0x1dd5c8,,2,0x1dd548.0 | 0x1dd5c8.2
archives,28,,warp,0.000023,107.46,none found,-1626,-349,0x08,wall of tile 023E01 (room 0x08),door 0x1d20c8 (preset 0x0077),0x1d20c8,,5,023E01.1 | 0x1d20c8.3
archives,29,,warp,51.056,107.65,351,-1837,860,0x1b,wall of tile 106909 (room 0x1b),generic 0x1cc5ec (preset 0x27ed),0x1cc5ec,,2,0x1cc5ec.2 | 106909.2
control,25,,warp,31.379,107.71,none found,-4389,-1720,0x4b,wall of tile 000B50 (room 0x4b),generic 0x1d5310 (preset 0x0038),0x1d5310,,2,000B50.0 | 0x1d5310.0
archives,30,,warp,46.369,108.07,none found,228,1372,0x0e,wall of tile 1A2209 (room 0x0e),generic 0x1d0e70 (preset 0x27fe),0x1d0e70,,2,0x1d0e70.3 | 1A2209.1
control,26,,warp,0.000036,108.79,none found,-2059,-1744,0x0e,wall of tile 01EB12 (room 0x0e),door 0x1d8afc (preset 0x0094),0x1d8afc,,3,01EB12.2 | 0x1d8afc.0
archives,31,,warp,10.022,109.79,none found,-2242,-4907,0x2d,generic 0x1cf36c (preset 0x2776),generic 0x1cf46c (preset 0x2778),0x1cf36c 0x1cf46c,,4,0x1cf36c.2 | 0x1cf46c.5
silo,15,,warp,0.0000089,110.52,none found,-1223,1424,0x39,wall of tile 030D52 (room 0x39),door 0x1caa4c (preset 0x0048),0x1caa4c,,4,05F720.2 | 0x1caa4c.3
bunker_2,15,TAS documents warp in,warp,27.813,110.77,none found,-2253,2725,0x0a,wall of tile 06EE12 (room 0x0a),door 0x1d9bac (preset 0x0059),0x1d9bac,,3,06EE12.1 | 0x1d9bac.0
bunker_2,16,TAS documents warp out,warp,27.813,110.77,none found,-2253,2977,0x0a,wall of tile 06EE11 (room 0x0a),door 0x1d9aac (preset 0x0058),0x1d9aac,,3,06EE11.0 | 0x1d9aac.0
frigate,8,,warp,39.528,110.79,1288,-92,-2461,0x0a,generic 0x1e908c (preset 0x2727),generic 0x1ea244 (preset 0x273e),0x1e908c 0x1ea244,,7,0x1e910c.3 | 0x1ea244.0
archives,32,,warp,43.274,110.83,331,-1774,1178,0x1c,wall of tile 106809 (room 0x1c),generic 0x1cc6ec (preset 0x27ef),0x1cc6ec,,4,0x1cc6ec.5 | 106809.0
